Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Reinforcement Learning Specialist,3.9,Alfamart,Bau-Bau,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Indomaret, Matahari Department Store",4153,69897,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, Reinforcement Learning, Algorithms. Responsibilities: Optimize RL algorithms, Conduct experiments, Collaborate with data scientists."
Program Manager,3.1,Indomaret,Madiun,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",4541,61964,"Join us as a Program Manager. Required skills: Leadership, Agile, Communication. Duties: Communicate with stakeholders, Manage programs, Manage program budgets."
Deep Learning Engineer,2.8,PT Telkom Indonesia,Madiun,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"Telekomunikasi Selular (Telkomsel), XL Axiata, Indosat Ooredoo",148,2421,"Hiring a Deep Learning Engineer experienced with Neural Networks, Python, Deep Learning. You will be responsible for Optimize neural networks, Work with TensorFlow and Keras, Collaborate with data scientists."
Data Engineer,3.7,Bank Central Asia (BCA),Palopo,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Mandiri, Bank Rakyat Indonesia (BRI)",1869,31814,"Hiring a Data Engineer experienced with SQL, Python, Big Data. You will be responsible for Ensure data quality and integrity, Build and maintain data pipelines, Collaborate with data scientists."
Data Mining Engineer,3.0,Blue Bird Group,Tegal,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Garuda Indonesia, Astra International",2339,29347,"Seeking a Data Mining Engineer proficient in R, Algorithms, Data Mining. Responsibilities include Provide actionable insights, Optimize algorithms, Work with data scientists."
Back-end Developer,2.7,Tokopedia,Sungai Penuh,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Traveloka, Bukalapak, GoJek",300,3915,"Hiring a Back-end Developer experienced with Python, SQL, APIs. Responsibilities: Collaborate with front-end developers, Optimize server-side code, Work with databases."
Data Engineer,3.0,Sinar Mas Group,Pangkal Pinang,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,1987,28105,"Hiring a Data Engineer experienced with ETL, SQL, Hadoop. You will be responsible for Ensure data quality and integrity, Collaborate with data scientists, Build and maintain data pipelines."
Front-end Developer,4.4,Sinar Mas Group,Bandung,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2447,28105,"Seeking a Front-end Developer with skills in JavaScript, Vue.js, HTML. Responsibilities: Optimize front-end performance, Ensure responsive design, Work with HTML, CSS, and JavaScript."
UI/UX Developer,3.0,PT Telkom Indonesia,Payakumbuh,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"XL Axiata, Indosat Ooredoo, Telekomunikasi Selular (Telkomsel)",154,2421,"Join us as a UI/UX Developer. Required skills: UX Research, Adobe XD, Prototyping. Duties: Work with design tools, Conduct user research, Create prototypes."
Front-end Developer,2.8,XL Axiata,Sabang,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel), Indosat Ooredoo",3807,69716,"Seeking a Front-end Developer with skills in CSS, JavaScript, HTML. Responsibilities: Work with HTML, CSS, and JavaScript, Develop user interfaces, Ensure responsive design."
Agile Project Manager,2.8,Bank Rakyat Indonesia (BRI),Cilegon,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Mandiri, Bank Negara Indonesia (BNI), Bank Central Asia (BCA)",3300,41943,"We need an Agile Project Manager with skills in Scrum, Leadership, Project Management. Main tasks: Facilitate agile processes, Communicate with stakeholders, Ensure project delivery."
UI/UX Developer,3.1,Bank Mandiri,Medan,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI)",4586,79344,"Join us as a UI/UX Developer. Required skills: UI Design, Prototyping, UX Research. Duties: Conduct user research, Create prototypes, Work with design tools."
Graphic Designer,2.7,GoJek,Pagar Alam,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Traveloka, Tokopedia",3377,42110,"Seeking a Graphic Designer proficient in Graphic Design, Adobe Photoshop, Illustrator. Responsibilities: Ensure design quality, Work with design tools, Collaborate with marketing teams."
JavaScript Developer,5.0,Alfamart,Palu,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Matahari Department Store, Indomaret",5817,69897,"Hiring a JavaScript Developer proficient in React, Node.js, JavaScript. Responsibilities: Work with frameworks like React and Node.js, Optimize JavaScript performance, Develop applications using JavaScript."
Full-stack Developer,2.9,Astra International,Bekasi,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Garuda Indonesia, Blue Bird Group",1750,27435,"We need a Full-stack Developer with skills in CSS, HTML, React. Main tasks: Develop both front-end and back-end, Ensure full-stack performance, Collaborate with designers and developers."
Agile Project Manager,4.5,Bukalapak,Tangerang Selatan,Padang,5001 to 10000 employees,1992,Company - Government,E-commerce,Technology,"Traveloka, GoJek, Tokopedia",985,14695,"We need an Agile Project Manager with skills in Communication, Project Management, Leadership. Main tasks: Communicate with stakeholders, Ensure project delivery, Collaborate with agile teams."
Business Intelligence Analyst,4.3,Tokopedia,Cilegon,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, GoJek, Traveloka",263,3915,"We need a Business Intelligence Analyst with skills in Data Modeling, SQL, Analytics. Main tasks: Provide actionable insights, Analyze data trends, Create and maintain dashboards."
Data Mining Engineer,4.5,Ciputra Development,Bandung,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,268,5075,"Seeking a Data Mining Engineer proficient in Algorithms, Python, Data Mining. Responsibilities include Develop data mining models, Analyze large datasets, Optimize algorithms."
Web Developer,2.7,GoJek,Depok,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Traveloka, Bukalapak, Tokopedia",2432,42110,"We need a Web Developer proficient in HTML, JavaScript, Node.js. Responsibilities: Optimize web applications, Work with HTML, CSS, and JavaScript, Ensure website performance."
UI/UX Developer,2.7,Tokopedia,Pasuruan,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"GoJek, Traveloka, Bukalapak",215,3915,"Join us as a UI/UX Developer. Required skills: UI Design, UX Research, Sketch. Duties: Design user interfaces and experiences, Work with design tools, Create prototypes."
Program Manager,4.5,Tokopedia,Pontianak,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"GoJek, Bukalapak, Traveloka",313,3915,"Join us as a Program Manager. Required skills: Communication, Scrum, Agile. Duties: Communicate with stakeholders, Ensure program delivery, Coordinate multiple projects."
UX Designer,3.2,Tokopedia,Bandar Lampung,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, Traveloka, GoJek",348,3915,"We need a UX Designer with skills in Sketch, Adobe XD, UX Research. Main tasks: Ensure usability, Conduct user research, Collaborate with developers."
Big Data Specialist,2.5,GoJek,Metro,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Tokopedia, Traveloka",2360,42110,"We are looking for a Big Data Specialist skilled in Hadoop, NoSQL, Python. Responsibilities include Manage and analyze large datasets, Develop big data solutions, Work with Hadoop and Spark."
Product Manager,3.4,Blue Bird Group,Lhokseumawe,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",2227,29347,"Hiring a Product Manager experienced with Agile, Product Development, Product Management. You will be responsible for Define product vision, Ensure product success, Manage product lifecycle."
Web Application Developer,3.5,Astra International,Pangkal Pinang,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Blue Bird Group, Garuda Indonesia",1599,27435,"We are looking for a Web Application Developer skilled in HTML, Web Development, CSS. Responsibilities include Develop web applications, Ensure application security, Optimize web application performance."
Front-end Developer,3.6,Kalbe Farma,Tarakan,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,3806,67133,"Seeking a Front-end Developer with skills in Vue.js, HTML, CSS. Responsibilities: Ensure responsive design, Optimize front-end performance, Work with HTML, CSS, and JavaScript."
Machine Learning Engineer,2.5,Bumi Resources,Bukittinggi,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"Pertamina, PLN (Perusahaan Listrik Negara)",3929,55999,"Join our team as a Machine Learning Engineer. Skills required: Scikit-Learn, NLP, Python. Responsibilities: Deploy ML solutions, Collaborate with data scientists, Optimize ML algorithms."
Web Application Developer,4.7,Alfamart,Solok,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Indomaret, Matahari Department Store",3590,69897,"We are looking for a Web Application Developer skilled in JavaScript, CSS, HTML. Responsibilities include Develop web applications, Collaborate with designers, Work with JavaScript and APIs."
Graphic Designer,3.3,GoJek,Jakarta,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Traveloka, Tokopedia, Bukalapak",2108,42110,"Seeking a Graphic Designer proficient in InDesign, Creativity, Graphic Design. Responsibilities: Collaborate with marketing teams, Ensure design quality, Develop branding materials."
Data Engineer,2.7,Unilever Indonesia,Kendari,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Sampoerna, Djarum, Indofood",5853,69737,"Hiring a Data Engineer experienced with ETL, Python, Hadoop. You will be responsible for Collaborate with data scientists, Ensure data quality and integrity, Build and maintain data pipelines."
Computer Vision Engineer,2.7,Sampoerna,Serang,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Gudang Garam, Djarum, Unilever Indonesia",2313,25742,"We are looking for a Computer Vision Engineer skilled in OpenCV, Python, Image Processing. Responsibilities include Optimize image processing algorithms, Develop computer vision models, Use OpenCV and TensorFlow."
Deep Learning Engineer,4.1,GoJek,Kediri,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Tokopedia, Traveloka, Bukalapak",2816,42110,"Hiring a Deep Learning Engineer experienced with Python, TensorFlow, Keras. You will be responsible for Deploy DL solutions, Work with TensorFlow and Keras, Collaborate with data scientists."
Web Application Developer,4.7,PT Telkom Indonesia,Banjarmasin,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"XL Axiata, Indosat Ooredoo, Telekomunikasi Selular (Telkomsel)",135,2421,"We are looking for a Web Application Developer skilled in HTML, CSS, APIs. Responsibilities include Develop web applications, Optimize web application performance, Work with JavaScript and APIs."
Deep Learning Engineer,2.8,Indosat Ooredoo,Denpasar,Surabaya,10001+ employees,2012,Company - Cooperative,Telecommunications,Telecommunications,"XL Axiata, PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel)",5750,85718,"Hiring a Deep Learning Engineer experienced with TensorFlow, Deep Learning, Neural Networks. You will be responsible for Collaborate with data scientists, Deploy DL solutions, Develop deep learning models."
Data Mining Engineer,2.5,Alfamart,Jambi,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Matahari Department Store, Indomaret",5425,69897,"Seeking a Data Mining Engineer proficient in R, Algorithms, Python. Responsibilities include Analyze large datasets, Provide actionable insights, Develop data mining models."
Web Application Developer,3.3,Bumi Resources,Blitar,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"PLN (Perusahaan Listrik Negara), Pertamina",5024,55999,"We are looking for a Web Application Developer skilled in JavaScript, HTML, Web Development. Responsibilities include Work with JavaScript and APIs, Ensure application security, Develop web applications."
Computer Vision Engineer,4.5,Kalbe Farma,Dumai,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4398,67133,"We are looking for a Computer Vision Engineer skilled in Computer Vision, Image Processing, Python. Responsibilities include Optimize image processing algorithms, Develop computer vision models, Collaborate with data scientists."
Front-end Developer,3.6,Matahari Department Store,Palu,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Alfamart, Indomaret",3398,49073,"Seeking a Front-end Developer with skills in JavaScript, HTML, Vue.js. Responsibilities: Collaborate with back-end developers, Develop user interfaces, Work with HTML, CSS, and JavaScript."
Back-end Developer,3.8,Astra International,Surabaya,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Garuda Indonesia, Blue Bird Group",2215,27435,"Hiring a Back-end Developer experienced with SQL, APIs, Python. Responsibilities: Ensure application performance, Optimize server-side code, Collaborate with front-end developers."
Research Scientist,4.3,Bank Central Asia (BCA),Malang,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI), Bank Mandiri",2609,31814,"Join us as a Research Scientist. Required skills: Python, Machine Learning, R. Duties: Develop new methodologies, Collaborate with other scientists, Analyze experimental data."
UI Designer,3.3,Traveloka,Pasuruan,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"GoJek, Tokopedia, Bukalapak",3975,56985,"Hiring a UI Designer experienced with Prototyping, UI Design, Adobe XD. Responsibilities: Collaborate with developers, Ensure design consistency, Work with design tools."
Business Intelligence Analyst,4.9,Kalbe Farma,Bontang,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,5547,67133,"We need a Business Intelligence Analyst with skills in BI Tools, SQL, Analytics. Main tasks: Provide actionable insights, Work with business stakeholders, Develop BI solutions."
Brand Designer,5.0,Indomaret,Kotamobagu,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",5106,61964,"Hiring a Brand Designer proficient in Graphic Design, Brand Strategy, Creativity. Responsibilities: Work with design tools, Develop branding materials, Collaborate with marketing teams."
UI Designer,3.4,Ciputra Development,Malang,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,279,5075,"Hiring a UI Designer experienced with UI Design, Prototyping, Figma. Responsibilities: Design user interfaces, Work with design tools, Collaborate with developers."
Computer Vision Engineer,4.5,Bank Negara Indonesia (BNI),Parepare,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Mandiri",6300,86365,"We are looking for a Computer Vision Engineer skilled in OpenCV, Deep Learning, Image Processing. Responsibilities include Work with image data, Collaborate with data scientists, Use OpenCV and TensorFlow."
Data Analyst,2.9,Bank Mandiri,Cimahi,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI)",6316,79344,"Seeking a Data Analyst proficient in Data Visualization, Power BI, SQL. Responsibilities include Identify trends and patterns, Analyze business data, Support data-driven decision making."
Data Engineer,3.3,Indomaret,Pariaman,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Alfamart, Matahari Department Store",5463,61964,"Hiring a Data Engineer experienced with Hadoop, Big Data, ETL. You will be responsible for Ensure data quality and integrity, Develop ETL processes, Work with big data technologies."
NLP Engineer (Natural Language Processing),4.9,Kalbe Farma,Bitung,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,5825,67133,"Join us as an NLP Engineer. Required skills: SpaCy, Text Mining, NLTK. Duties: Work with text data, Collaborate with linguists, Develop NLP models."
Back-end Developer,4.9,Djarum,Sorong,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Unilever Indonesia, Sampoerna, Gudang Garam",3689,52425,"Hiring a Back-end Developer experienced with Java, Python, APIs. Responsibilities: Optimize server-side code, Develop server-side logic, Work with databases."
Agile Project Manager,4.7,Telekomunikasi Selular (Telkomsel),Singkawang,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"PT Telkom Indonesia, Indosat Ooredoo, XL Axiata",5367,66317,"We need an Agile Project Manager with skills in Project Management, Scrum, Communication. Main tasks: Manage agile projects, Facilitate agile processes, Communicate with stakeholders."
JavaScript Developer,4.0,Blue Bird Group,Tarakan,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Garuda Indonesia, Astra International",2259,29347,"Hiring a JavaScript Developer proficient in JavaScript, React, Node.js. Responsibilities: Optimize JavaScript performance, Ensure code quality, Work with frameworks like React and Node.js."
Front-end Developer,4.3,Pertamina,Remote,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"Bumi Resources, PLN (Perusahaan Listrik Negara)",1397,23298,"Seeking a Front-end Developer with skills in CSS, HTML, JavaScript. Responsibilities: Collaborate with back-end developers, Ensure responsive design, Develop user interfaces."
Technical Project Manager,4.7,Bank Mandiri,Samarinda,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI), Bank Central Asia (BCA)",5337,79344,"Seeking a Technical Project Manager proficient in Agile, Scrum, Project Management. Responsibilities include Manage project timelines, Ensure project delivery, Communicate with stakeholders."
Data Mining Engineer,2.6,Sinar Mas Group,Sawah Lunto,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,1512,28105,"Seeking a Data Mining Engineer proficient in SQL, Algorithms, Python. Responsibilities include Develop data mining models, Work with data scientists, Optimize algorithms."
Scrum Master,4.5,Gudang Garam,Bengkulu,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Djarum, Unilever Indonesia, Indofood",3259,49935,"We are looking for a Scrum Master skilled in Project Management, Team Collaboration, Facilitation. Responsibilities include Facilitate scrum processes, Ensure team productivity, Remove obstacles."
IT Project Manager,4.2,Ciputra Development,Bukittinggi,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,274,5075,"Join our team as an IT Project Manager. Skills required: Technical Background, Agile, IT Project Management. Responsibilities: Communicate with stakeholders, Manage project budgets, Work with IT teams."
Data Scientist,2.6,Blue Bird Group,Denpasar,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",2433,29347,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, R, SQL. Responsibilities: Work with large datasets, Develop predictive models, Communicate findings to stakeholders."
Graphic Designer,4.7,Djarum,Yogyakarta,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Gudang Garam, Sampoerna, Unilever Indonesia",4468,52425,"Seeking a Graphic Designer proficient in Creativity, InDesign, Illustrator. Responsibilities: Collaborate with marketing teams, Work with design tools, Develop branding materials."
Product Manager,3.9,Sampoerna,Salatiga,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Unilever Indonesia, Gudang Garam, Djarum",2317,25742,"Hiring a Product Manager experienced with Product Management, Scrum, Leadership. You will be responsible for Work with cross-functional teams, Manage product lifecycle, Ensure product success."
AI Research Scientist,4.6,Tokopedia,Banjar,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Traveloka, GoJek, Bukalapak",306,3915,"We need an AI Research Scientist with skills in Algorithms, Machine Learning, AI. Main tasks: Develop new AI algorithms, Analyze experimental results, Conduct AI research."
Web Application Developer,2.7,Pertamina,Sawah Lunto,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"Bumi Resources, PLN (Perusahaan Listrik Negara)",2090,23298,"We are looking for a Web Application Developer skilled in CSS, HTML, JavaScript. Responsibilities include Work with JavaScript and APIs, Ensure application security, Collaborate with designers."
Motion Graphics Designer,3.0,Alfamart,Jayapura,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Matahari Department Store, Indomaret",3677,69897,"Join us as a Motion Graphics Designer. Required skills: After Effects, Motion Graphics, Cinema 4D. Duties: Work with animation tools, Create motion graphics, Collaborate with video production teams."
Web Developer,3.0,Sinar Mas Group,Subulussalam,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,1957,28105,"We need a Web Developer proficient in HTML, React, JavaScript. Responsibilities: Work with HTML, CSS, and JavaScript, Ensure website performance, Develop and maintain websites."
Interaction Designer,3.5,GoJek,Bontang,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Tokopedia, Traveloka",2109,42110,"We are looking for an Interaction Designer skilled in User Testing, Interaction Design, UI Design. Responsibilities include Design interactive experiences, Ensure interaction quality, Create prototypes."
Graphic Designer,3.8,GoJek,Pagar Alam,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Traveloka, Tokopedia",2799,42110,"Seeking a Graphic Designer proficient in Graphic Design, Adobe Photoshop, Illustrator. Responsibilities: Develop branding materials, Collaborate with marketing teams, Work with design tools."
Graphic Designer,4.6,Tokopedia,Tasikmalaya,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Traveloka, GoJek, Bukalapak",324,3915,"Seeking a Graphic Designer proficient in InDesign, Creativity, Adobe Photoshop. Responsibilities: Collaborate with marketing teams, Work with design tools, Create visual designs."
Computer Vision Engineer,4.7,Sinar Mas Group,Samarinda,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2380,28105,"We are looking for a Computer Vision Engineer skilled in Computer Vision, Deep Learning, OpenCV. Responsibilities include Develop computer vision models, Collaborate with data scientists, Work with image data."
UI/UX Developer,4.5,Matahari Department Store,Jayapura,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Alfamart, Indomaret",3266,49073,"Join us as a UI/UX Developer. Required skills: UX Research, Prototyping, UI Design. Duties: Conduct user research, Work with design tools, Design user interfaces and experiences."
Machine Learning Engineer,4.6,Gudang Garam,Surabaya,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Unilever Indonesia, Djarum, Sampoerna",2623,49935,"Join our team as a Machine Learning Engineer. Skills required: Python, Deep Learning, NLP. Responsibilities: Develop machine learning models, Work with TensorFlow and PyTorch, Deploy ML solutions."
Agile Project Manager,3.6,Indosat Ooredoo,Manado,Surabaya,10001+ employees,2012,Company - Cooperative,Telecommunications,Telecommunications,"PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel), XL Axiata",6893,85718,"We need an Agile Project Manager with skills in Communication, Scrum, Agile. Main tasks: Communicate with stakeholders, Manage agile projects, Ensure project delivery."
Deep Learning Engineer,4.9,Sinar Mas Group,Malang,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2228,28105,"Hiring a Deep Learning Engineer experienced with Deep Learning, Neural Networks, TensorFlow. You will be responsible for Collaborate with data scientists, Deploy DL solutions, Develop deep learning models."
Research Scientist,4.4,Tokopedia,Bengkulu,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, Traveloka, GoJek",326,3915,"Join us as a Research Scientist. Required skills: Statistics, Machine Learning, Python. Duties: Analyze experimental data, Publish research findings, Develop new methodologies."
Data Analyst,3.2,Bumi Resources,Manado,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"Pertamina, PLN (Perusahaan Listrik Negara)",3076,55999,"Seeking a Data Analyst proficient in Tableau, SQL, Power BI. Responsibilities include Work with SQL and Excel, Support data-driven decision making, Create reports and dashboards."
Back-end Developer,3.6,Unilever Indonesia,Kupang,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Djarum, Indofood, Gudang Garam",3531,69737,"Hiring a Back-end Developer experienced with APIs, Node.js, Python. Responsibilities: Develop server-side logic, Ensure application performance, Work with databases."
Scrum Master,3.0,Astra International,Palangka Raya,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Garuda Indonesia, Blue Bird Group",2236,27435,"We are looking for a Scrum Master skilled in Scrum, Team Collaboration, Agile. Responsibilities include Remove obstacles, Support agile teams, Facilitate scrum processes."
UX Designer,3.1,Telekomunikasi Selular (Telkomsel),Subulussalam,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"PT Telkom Indonesia, XL Axiata, Indosat Ooredoo",5662,66317,"We need a UX Designer with skills in Prototyping, UX Research, Wireframing. Main tasks: Create wireframes and prototypes, Ensure usability, Conduct user research."
Motion Graphics Designer,3.8,XL Axiata,Surakarta,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"Telekomunikasi Selular (Telkomsel), Indosat Ooredoo, PT Telkom Indonesia",5142,69716,"Join us as a Motion Graphics Designer. Required skills: Motion Graphics, Cinema 4D, Creativity. Duties: Work with animation tools, Ensure animation quality, Develop visual content."
Reinforcement Learning Specialist,4.3,Blue Bird Group,Ambon,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",2108,29347,"Join our team as a Reinforcement Learning Specialist. Skills required: Machine Learning, Python, Algorithms. Responsibilities: Conduct experiments, Optimize RL algorithms, Work with TensorFlow and PyTorch."
Computer Vision Engineer,4.8,Traveloka,Tarakan,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"Bukalapak, GoJek, Tokopedia",3084,56985,"We are looking for a Computer Vision Engineer skilled in OpenCV, Image Processing, Computer Vision. Responsibilities include Develop computer vision models, Work with image data, Optimize image processing algorithms."
Data Scientist,4.5,Indomaret,Lhokseumawe,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Matahari Department Store, Alfamart",3240,61964,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, Python, SQL. Responsibilities: Develop predictive models, Communicate findings to stakeholders, Collaborate with cross-functional teams."
Product Manager,2.8,Astra International,Singkawang,Padang,1001 to 5000 employees,2002,Company - Government,Automotive,Transportation,"Garuda Indonesia, Blue Bird Group",2122,27435,"Hiring a Product Manager experienced with Leadership, Agile, Product Development. You will be responsible for Work with cross-functional teams, Communicate with stakeholders, Define product vision."
Brand Designer,2.8,Sampoerna,Banda Aceh,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Unilever Indonesia, Djarum, Indofood",1453,25742,"Hiring a Brand Designer proficient in Visual Design, Graphic Design, Creativity. Responsibilities: Work with design tools, Create visual identities, Ensure brand consistency."
UI/UX Developer,4.0,Bank Negara Indonesia (BNI),Bandar Lampung,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Mandiri",5546,86365,"Join us as a UI/UX Developer. Required skills: Prototyping, Adobe XD, UI Design. Duties: Collaborate with developers, Work with design tools, Design user interfaces and experiences."
Technical Project Manager,4.1,Blue Bird Group,Samarinda,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",2520,29347,"Seeking a Technical Project Manager proficient in Project Management, Leadership, Agile. Responsibilities include Ensure project delivery, Manage technical projects, Work with cross-functional teams."
Back-end Developer,4.1,Traveloka,Pontianak,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"GoJek, Bukalapak, Tokopedia",4698,56985,"Hiring a Back-end Developer experienced with Java, APIs, SQL. Responsibilities: Work with databases, Ensure application performance, Collaborate with front-end developers."
