Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
UX Designer,4.8,Kalbe Farma,"Surabaya, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Business Services,-1,67.3,39.8,"We need a UX Designer with skills in UX Research, Sketch, Adobe XD. Main tasks: Design user experiences, Ensure usability, Collaborate with developers."
Full-stack Developer,4.5,GoJek,"Surabaya, Indonesia","Surabaya, Indonesia",10001+ employees,2011,Company - Public,Software,Business Services,None,139.6,13.5,"We need a Full-stack Developer with skills in JavaScript, Node.js, HTML. Main tasks: Ensure full-stack performance, Optimize full-stack applications, Collaborate with designers and developers."
UI/UX Developer,2.8,Sinar Mas Group,"Surabaya, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Private,E-commerce,Technology,-1,69.1,72.2,"Join us as a UI/UX Developer. Required skills: UI Design, Sketch, Adobe XD. Duties: Collaborate with developers, Design user interfaces and experiences, Conduct user research."
Brand Designer,4.4,Bukalapak,"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Private,Software,Technology,-1,51.5,13.6,"Hiring a Brand Designer proficient in Graphic Design, Adobe Creative Suite, Visual Design. Responsibilities: Collaborate with marketing teams, Create visual identities, Work with design tools."
UI Designer,3.0,Blue Bird Group,"Surabaya, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,None,81.3,12.1,"Hiring a UI Designer experienced with Prototyping, Figma, UI Design. Responsibilities: Design user interfaces, Collaborate with developers, Create prototypes."
UI/UX Developer,3.3,Indomaret,"Jakarta, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Technology,-1,136.1,90.8,"Join us as a UI/UX Developer. Required skills: Adobe XD, Prototyping, Sketch. Duties: Design user interfaces and experiences, Work with design tools, Create prototypes."
Program Manager,3.5,Indofood,"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2010,Company - Public,E-commerce,Technology,None,81.8,51.5,"Join us as a Program Manager. Required skills: Leadership, Communication, Scrum. Duties: Communicate with stakeholders, Coordinate multiple projects, Manage programs."
Machine Learning Engineer,3.8,Matahari Department Store,"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Business Services,-1,128.7,11.0,"Join our team as a Machine Learning Engineer. Skills required: Python, TensorFlow, NLP. Responsibilities: Work with TensorFlow and PyTorch, Optimize ML algorithms, Collaborate with data scientists."
Big Data Specialist,3.4,Matahari Department Store,"Jakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Public,E-commerce,Business Services,None,138.2,96.5,"We are looking for a Big Data Specialist skilled in Python, Hadoop, Big Data. Responsibilities include Ensure data scalability, Manage and analyze large datasets, Work with Hadoop and Spark."
Data Engineer,3.2,Matahari Department Store,"Surabaya, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2012,Company - Public,Software,Business Services,-1,124.3,83.2,"Hiring a Data Engineer experienced with SQL, Hadoop, Python. You will be responsible for Collaborate with data scientists, Work with big data technologies, Develop ETL processes."
IT Project Manager,3.9,Indofood,"Bandung, Indonesia","Bali, Indonesia",10001+ employees,2013,Company - Public,Information Technology,Business Services,-1,100.9,40.2,"Join our team as an IT Project Manager. Skills required: Technical Background, Leadership, IT Project Management. Responsibilities: Work with IT teams, Manage IT projects, Communicate with stakeholders."
Web Developer,2.7,Unilever Indonesia,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,None,117.3,23.2,"We need a Web Developer proficient in CSS, React, JavaScript. Responsibilities: Ensure website performance, Develop and maintain websites, Work with HTML, CSS, and JavaScript."
AI Research Scientist,2.5,Gudang Garam,"Bandung, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2013,Company - Private,Information Technology,Business Services,-1,103.5,47.6,"We need an AI Research Scientist with skills in Algorithms, Python, Machine Learning. Main tasks: Analyze experimental results, Develop new AI algorithms, Publish research papers."
Reinforcement Learning Specialist,3.8,Traveloka,"Yogyakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2011,Company - Private,E-commerce,Technology,None,94.5,75.7,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, Algorithms, TensorFlow. Responsibilities: Develop RL models, Collaborate with data scientists, Conduct experiments."
IT Project Manager,3.4,PLN (Perusahaan Listrik Negara),"Surabaya, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Public,Software,Technology,-1,82.0,33.0,"Join our team as an IT Project Manager. Skills required: Technical Background, Leadership, IT Project Management. Responsibilities: Work with IT teams, Communicate with stakeholders, Manage project budgets."
Machine Learning Engineer,3.8,Pertamina,"Bali, Indonesia","Yogyakarta, Indonesia",10001+ employees,2012,Company - Private,E-commerce,Business Services,None,67.2,84.4,"Join our team as a Machine Learning Engineer. Skills required: Deep Learning, NLP, TensorFlow. Responsibilities: Optimize ML algorithms, Collaborate with data scientists, Deploy ML solutions."
UI Designer,2.8,Ciputra Development,"Bali, Indonesia","Bali, Indonesia",10001+ employees,2010,Company - Public,E-commerce,Technology,None,105.4,66.4,"Hiring a UI Designer experienced with Sketch, Figma, UI Design. Responsibilities: Collaborate with developers, Create prototypes, Design user interfaces."
Front-end Developer,2.7,PT Telkom Indonesia,"Bandung, Indonesia","Bandung, Indonesia",10001+ employees,2011,Company - Public,Information Technology,Business Services,None,111.1,82.9,"Seeking a Front-end Developer with skills in React, Vue.js, CSS. Responsibilities: Collaborate with back-end developers, Optimize front-end performance, Ensure responsive design."
Web Developer,3.8,Indomaret,"Surabaya, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Technology,None,116.7,31.9,"We need a Web Developer proficient in CSS, HTML, React. Responsibilities: Ensure website performance, Collaborate with designers, Work with HTML, CSS, and JavaScript."
Web Application Developer,3.6,Indosat Ooredoo,"Yogyakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Public,Information Technology,Business Services,None,140.3,61.0,"We are looking for a Web Application Developer skilled in Web Development, APIs, CSS. Responsibilities include Collaborate with designers, Optimize web application performance, Develop web applications."
Product Manager,4.8,Sinar Mas Group,"Jakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2009,Company - Private,E-commerce,Technology,None,50.4,16.1,"Hiring a Product Manager experienced with Product Development, Agile, Product Management. You will be responsible for Ensure product success, Work with cross-functional teams, Define product vision."
Data Mining Engineer,4.9,Indofood,"Bandung, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Public,Software,Technology,None,124.3,58.8,"Seeking a Data Mining Engineer proficient in R, Python, Data Mining. Responsibilities include Optimize algorithms, Provide actionable insights, Analyze large datasets."
Agile Project Manager,3.9,Traveloka,"Yogyakarta, Indonesia","Bali, Indonesia",10001+ employees,2012,Company - Private,Information Technology,Technology,-1,106.8,85.8,"We need an Agile Project Manager with skills in Scrum, Project Management, Agile. Main tasks: Ensure project delivery, Facilitate agile processes, Collaborate with agile teams."
Technical Project Manager,2.6,Blue Bird Group,"Jakarta, Indonesia","Bali, Indonesia",1001 to 5000 employees,2010,Company - Public,E-commerce,Business Services,-1,97.5,93.9,"Seeking a Technical Project Manager proficient in Project Management, Agile, Scrum. Responsibilities include Manage project timelines, Ensure project delivery, Work with cross-functional teams."
UX Designer,2.8,Gudang Garam,"Bali, Indonesia","Surabaya, Indonesia",10001+ employees,2011,Company - Public,E-commerce,Business Services,-1,94.5,60.4,"We need a UX Designer with skills in Adobe XD, Wireframing, Sketch. Main tasks: Ensure usability, Conduct user research, Create wireframes and prototypes."
Web Developer,3.6,PLN (Perusahaan Listrik Negara),"Bali, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2012,Company - Public,E-commerce,Business Services,-1,105.6,66.5,"We need a Web Developer proficient in React, Node.js, CSS. Responsibilities: Work with HTML, CSS, and JavaScript, Ensure website performance, Collaborate with designers."
UI/UX Developer,3.1,Bank Negara Indonesia (BNI),"Jakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Private,E-commerce,Business Services,None,57.4,17.6,"Join us as a UI/UX Developer. Required skills: Adobe XD, Sketch, UI Design. Duties: Create prototypes, Work with design tools, Collaborate with developers."
Graphic Designer,3.4,Kalbe Farma,"Bali, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2012,Company - Public,Software,Technology,-1,69.3,78.8,"Seeking a Graphic Designer proficient in Creativity, Graphic Design, Adobe Photoshop. Responsibilities: Create visual designs, Collaborate with marketing teams, Develop branding materials."
UX Designer,4.7,Lippo Group,"Surabaya, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2010,Company - Public,Software,Business Services,-1,116.0,42.4,"We need a UX Designer with skills in UX Research, Sketch, Prototyping. Main tasks: Create wireframes and prototypes, Conduct user research, Design user experiences."
IT Project Manager,3.3,Bumi Resources,"Yogyakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2012,Company - Public,Software,Business Services,-1,140.1,44.3,"Join our team as an IT Project Manager. Skills required: Technical Background, Leadership, Agile. Responsibilities: Communicate with stakeholders, Ensure project success, Manage IT projects."
Reinforcement Learning Specialist,4.4,Kalbe Farma,"Bali, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Technology,-1,116.8,27.8,"Join our team as a Reinforcement Learning Specialist. Skills required: Algorithms, Reinforcement Learning, TensorFlow. Responsibilities: Work with TensorFlow and PyTorch, Optimize RL algorithms, Collaborate with data scientists."
Back-end Developer,3.5,Sampoerna,"Bali, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Business Services,None,115.4,13.8,"Hiring a Back-end Developer experienced with Node.js, APIs, Python. Responsibilities: Ensure application performance, Work with databases, Collaborate with front-end developers."
Data Engineer,2.7,Traveloka,"Yogyakarta, Indonesia","Bali, Indonesia",10001+ employees,2010,Company - Public,Information Technology,Business Services,None,60.3,97.7,"Hiring a Data Engineer experienced with SQL, Hadoop, Big Data. You will be responsible for Build and maintain data pipelines, Work with big data technologies, Ensure data quality and integrity."
JavaScript Developer,3.0,Bank Negara Indonesia (BNI),"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2013,Company - Private,E-commerce,Business Services,-1,114.1,42.8,"Hiring a JavaScript Developer proficient in React, Angular, Vue.js. Responsibilities: Develop applications using JavaScript, Optimize JavaScript performance, Work with frameworks like React and Node.js."
Back-end Developer,4.5,Astra International,"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Technology,None,102.3,52.9,"Hiring a Back-end Developer experienced with Java, SQL, Node.js. Responsibilities: Ensure application performance, Optimize server-side code, Develop server-side logic."
Data Scientist,3.8,XL Axiata,"Surabaya, Indonesia","Bandung, Indonesia",10001+ employees,2012,Company - Private,E-commerce,Business Services,-1,135.7,72.3,"We are looking for a Data Scientist to join our team. Requirements: Experience in R, SQL, Data Analysis. Responsibilities: Develop predictive models, Communicate findings to stakeholders, Analyze data to drive insights."
Motion Graphics Designer,3.1,Blue Bird Group,"Bandung, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Technology,None,143.7,29.8,"Join us as a Motion Graphics Designer. Required skills: After Effects, Creativity, Animation. Duties: Collaborate with video production teams, Work with animation tools, Develop visual content."
Scrum Master,4.7,Kalbe Farma,"Bali, Indonesia","Bali, Indonesia",5001 to 10000 employees,2013,Company - Private,Software,Business Services,None,68.1,56.5,"We are looking for a Scrum Master skilled in Team Collaboration, Scrum, Facilitation. Responsibilities include Ensure team productivity, Communicate with stakeholders, Remove obstacles."
Data Engineer,4.5,Sampoerna,"Bandung, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2010,Company - Public,Software,Technology,None,94.6,89.7,"Hiring a Data Engineer experienced with ETL, SQL, Big Data. You will be responsible for Develop ETL processes, Collaborate with data scientists, Work with big data technologies."
Reinforcement Learning Specialist,4.7,Bumi Resources,"Bandung, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2012,Company - Private,Information Technology,Business Services,None,100.9,96.5,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, Reinforcement Learning, TensorFlow. Responsibilities: Optimize RL algorithms, Conduct experiments, Work with TensorFlow and PyTorch."
Computer Vision Engineer,4.2,Unilever Indonesia,"Bandung, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Public,E-commerce,Business Services,None,147.8,56.9,"We are looking for a Computer Vision Engineer skilled in Computer Vision, Image Processing, Python. Responsibilities include Develop computer vision models, Use OpenCV and TensorFlow, Optimize image processing algorithms."
Technical Project Manager,3.1,PLN (Perusahaan Listrik Negara),"Surabaya, Indonesia","Bali, Indonesia",1001 to 5000 employees,2010,Company - Public,Software,Business Services,None,138.7,32.6,"Seeking a Technical Project Manager proficient in Leadership, Scrum, Agile. Responsibilities include Ensure project delivery, Communicate with stakeholders, Manage technical projects."
UI/UX Developer,3.9,Blue Bird Group,"Surabaya, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2009,Company - Public,Information Technology,Business Services,-1,146.1,87.1,"Join us as a UI/UX Developer. Required skills: UX Research, Prototyping, Adobe XD. Duties: Conduct user research, Create prototypes, Design user interfaces and experiences."
JavaScript Developer,3.1,PT Telkom Indonesia,"Yogyakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Public,Information Technology,Technology,None,67.1,34.2,"Hiring a JavaScript Developer proficient in Node.js, JavaScript, React. Responsibilities: Work with frameworks like React and Node.js, Develop applications using JavaScript, Ensure code quality."
Web Developer,4.9,Bumi Resources,"Bandung, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2010,Company - Private,E-commerce,Technology,-1,84.9,26.5,"We need a Web Developer proficient in CSS, JavaScript, Node.js. Responsibilities: Collaborate with designers, Work with HTML, CSS, and JavaScript, Optimize web applications."
JavaScript Developer,2.9,Indomaret,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2012,Company - Public,Software,Business Services,-1,109.4,53.6,"Hiring a JavaScript Developer proficient in Angular, React, JavaScript. Responsibilities: Optimize JavaScript performance, Ensure code quality, Work with frameworks like React and Node.js."
Product Manager,4.6,Blue Bird Group,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2009,Company - Public,Software,Business Services,None,85.8,89.4,"Hiring a Product Manager experienced with Product Development, Agile, Leadership. You will be responsible for Work with cross-functional teams, Ensure product success, Define product vision."
UI/UX Developer,3.9,Pertamina,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2012,Company - Public,E-commerce,Technology,-1,71.6,73.6,"Join us as a UI/UX Developer. Required skills: Adobe XD, Prototyping, UX Research. Duties: Conduct user research, Collaborate with developers, Create prototypes."
Robotics Engineer,3.7,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Bandung, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2011,Company - Public,E-commerce,Technology,-1,59.2,54.5,"Seeking a Robotics Engineer proficient in C++, Python, Robotics. Responsibilities include Test and optimize robotics algorithms, Program robots, Collaborate with other engineers."
Machine Learning Engineer,4.5,Blue Bird Group,"Jakarta, Indonesia","Bali, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Technology,None,132.7,23.5,"Join our team as a Machine Learning Engineer. Skills required: Deep Learning, Scikit-Learn, NLP. Responsibilities: Develop machine learning models, Deploy ML solutions, Optimize ML algorithms."
UI/UX Developer,4.2,Indomaret,"Bandung, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Private,E-commerce,Business Services,None,58.9,97.1,"Join us as a UI/UX Developer. Required skills: Adobe XD, Sketch, Prototyping. Duties: Create prototypes, Collaborate with developers, Conduct user research."
Data Analyst,4.4,Telekomunikasi Selular (Telkomsel),"Bandung, Indonesia","Bali, Indonesia",10001+ employees,2009,Company - Private,Information Technology,Technology,None,125.1,92.7,"Seeking a Data Analyst proficient in Power BI, Tableau, Data Visualization. Responsibilities include Create reports and dashboards, Identify trends and patterns, Analyze business data."
Research Scientist,4.0,Matahari Department Store,"Surabaya, Indonesia","Bandung, Indonesia",10001+ employees,2010,Company - Private,Information Technology,Technology,-1,71.4,91.3,"Join us as a Research Scientist. Required skills: Statistics, Python, R. Duties: Develop new methodologies, Collaborate with other scientists, Conduct research and experiments."
Web Application Developer,4.9,Pertamina,"Bandung, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Private,Software,Technology,None,68.3,99.1,"We are looking for a Web Application Developer skilled in HTML, Web Development, JavaScript. Responsibilities include Collaborate with designers, Ensure application security, Develop web applications."
JavaScript Developer,3.0,Ciputra Development,"Bandung, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Public,Information Technology,Technology,None,117.5,69.0,"Hiring a JavaScript Developer proficient in JavaScript, Node.js, React. Responsibilities: Collaborate with other developers, Ensure code quality, Optimize JavaScript performance."
Graphic Designer,2.5,Unilever Indonesia,"Bali, Indonesia","Surabaya, Indonesia",10001+ employees,2009,Company - Public,Software,Business Services,None,64.7,91.5,"Seeking a Graphic Designer proficient in Graphic Design, Illustrator, Creativity. Responsibilities: Work with design tools, Create visual designs, Develop branding materials."
Scrum Master,4.9,Sinar Mas Group,"Jakarta, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Business Services,None,102.7,76.3,"We are looking for a Scrum Master skilled in Project Management, Facilitation, Scrum. Responsibilities include Support agile teams, Remove obstacles, Ensure team productivity."
Graphic Designer,3.4,PT Telkom Indonesia,"Bandung, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Private,Software,Technology,None,61.4,87.1,"Seeking a Graphic Designer proficient in InDesign, Graphic Design, Adobe Photoshop. Responsibilities: Create visual designs, Ensure design quality, Collaborate with marketing teams."
Web Developer,3.1,Blue Bird Group,"Yogyakarta, Indonesia","Bali, Indonesia",1001 to 5000 employees,2012,Company - Private,Software,Technology,None,103.8,59.1,"We need a Web Developer proficient in CSS, Node.js, React. Responsibilities: Work with HTML, CSS, and JavaScript, Optimize web applications, Collaborate with designers."
Product Manager,3.7,Sampoerna,"Bali, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2010,Company - Private,Software,Business Services,-1,63.5,85.9,"Hiring a Product Manager experienced with Product Development, Leadership, Scrum. You will be responsible for Communicate with stakeholders, Work with cross-functional teams, Manage product lifecycle."
Robotics Engineer,4.1,Unilever Indonesia,"Bandung, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2013,Company - Private,Information Technology,Business Services,-1,131.8,38.8,"Seeking a Robotics Engineer proficient in Robotics, ROS, Python. Responsibilities include Work with control systems, Program robots, Develop robotics solutions."
Robotics Engineer,3.4,Astra International,"Yogyakarta, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2012,Company - Public,Information Technology,Technology,None,57.1,38.2,"Seeking a Robotics Engineer proficient in Control Systems, Python, C++. Responsibilities include Collaborate with other engineers, Work with control systems, Develop robotics solutions."
Technical Project Manager,3.7,Unilever Indonesia,"Bali, Indonesia","Bali, Indonesia",10001+ employees,2012,Company - Private,Software,Technology,None,104.7,64.0,"Seeking a Technical Project Manager proficient in Agile, Project Management, Leadership. Responsibilities include Work with cross-functional teams, Ensure project delivery, Manage project timelines."
UI/UX Developer,2.8,Kalbe Farma,"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2009,Company - Public,E-commerce,Business Services,-1,118.9,56.3,"Join us as a UI/UX Developer. Required skills: Prototyping, Adobe XD, Sketch. Duties: Conduct user research, Work with design tools, Create prototypes."
Data Analyst,3.2,Alfamart,"Surabaya, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2009,Company - Public,Information Technology,Business Services,None,101.3,57.2,"Seeking a Data Analyst proficient in Tableau, SQL, Excel. Responsibilities include Support data-driven decision making, Identify trends and patterns, Analyze business data."
Deep Learning Engineer,2.8,Alfamart,"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2011,Company - Public,Software,Business Services,None,81.8,94.7,"Hiring a Deep Learning Engineer experienced with Deep Learning, Python, Neural Networks. You will be responsible for Work with TensorFlow and Keras, Collaborate with data scientists, Develop deep learning models."
Graphic Designer,3.8,Blue Bird Group,"Bali, Indonesia","Jakarta, Indonesia",10001+ employees,2011,Company - Public,E-commerce,Business Services,None,105.6,20.8,"Seeking a Graphic Designer proficient in Creativity, Adobe Photoshop, Illustrator. Responsibilities: Create visual designs, Collaborate with marketing teams, Work with design tools."
Research Scientist,3.3,XL Axiata,"Bali, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2010,Company - Private,Software,Technology,-1,72.6,37.9,"Join us as a Research Scientist. Required skills: Statistics, R, Machine Learning. Duties: Publish research findings, Analyze experimental data, Conduct research and experiments."
Research Scientist,4.8,Matahari Department Store,"Bali, Indonesia","Yogyakarta, Indonesia",10001+ employees,2012,Company - Public,Information Technology,Technology,-1,115.1,73.9,"Join us as a Research Scientist. Required skills: Machine Learning, R, Python. Duties: Analyze experimental data, Conduct research and experiments, Develop new methodologies."
JavaScript Developer,2.9,Indomaret,"Surabaya, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Private,E-commerce,Technology,-1,146.8,63.6,"Hiring a JavaScript Developer proficient in JavaScript, Node.js, Angular. Responsibilities: Optimize JavaScript performance, Develop applications using JavaScript, Ensure code quality."
Motion Graphics Designer,3.9,Bukalapak,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2011,Company - Public,E-commerce,Technology,-1,147.3,17.5,"Join us as a Motion Graphics Designer. Required skills: Cinema 4D, Animation, Creativity. Duties: Develop visual content, Collaborate with video production teams, Create motion graphics."
Robotics Engineer,3.6,Kalbe Farma,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2009,Company - Public,Information Technology,Technology,None,89.9,71.5,"Seeking a Robotics Engineer proficient in Python, Control Systems, Robotics. Responsibilities include Test and optimize robotics algorithms, Develop robotics solutions, Collaborate with other engineers."
Technical Project Manager,2.8,Indosat Ooredoo,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,E-commerce,Technology,-1,90.8,65.7,"Seeking a Technical Project Manager proficient in Project Management, Technical Background, Leadership. Responsibilities include Work with cross-functional teams, Ensure project delivery, Manage project timelines."
Front-end Developer,4.1,Bank Central Asia (BCA),"Surabaya, Indonesia","Bali, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Technology,-1,54.8,32.8,"Seeking a Front-end Developer with skills in CSS, React, HTML. Responsibilities: Work with HTML, CSS, and JavaScript, Develop user interfaces, Optimize front-end performance."
AI Research Scientist,4.8,Pertamina,"Bali, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Business Services,-1,131.9,75.1,"We need an AI Research Scientist with skills in Research, AI, Python. Main tasks: Collaborate with other researchers, Publish research papers, Develop new AI algorithms."
Business Intelligence Analyst,4.5,Lippo Group,"Jakarta, Indonesia","Bali, Indonesia",10001+ employees,2010,Company - Public,Software,Business Services,None,108.9,62.5,"We need a Business Intelligence Analyst with skills in SQL, Analytics, Dashboarding. Main tasks: Develop BI solutions, Provide actionable insights, Create and maintain dashboards."
Deep Learning Engineer,4.3,Traveloka,"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2013,Company - Private,E-commerce,Business Services,-1,93.2,51.5,"Hiring a Deep Learning Engineer experienced with TensorFlow, Keras, Python. You will be responsible for Deploy DL solutions, Work with TensorFlow and Keras, Collaborate with data scientists."
Technical Project Manager,4.1,Bank Central Asia (BCA),"Yogyakarta, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Software,Technology,None,113.7,81.5,"Seeking a Technical Project Manager proficient in Agile, Leadership, Scrum. Responsibilities include Work with cross-functional teams, Manage technical projects, Communicate with stakeholders."
Scrum Master,4.6,Unilever Indonesia,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2012,Company - Private,E-commerce,Technology,None,82.3,71.4,"We are looking for a Scrum Master skilled in Scrum, Facilitation, Agile. Responsibilities include Communicate with stakeholders, Support agile teams, Ensure team productivity."
Data Scientist,4.3,Telekomunikasi Selular (Telkomsel),"Yogyakarta, Indonesia","Bali, Indonesia",5001 to 10000 employees,2011,Company - Public,E-commerce,Business Services,-1,61.8,76.3,"We are looking for a Data Scientist to join our team. Requirements: Experience in R, Python, Machine Learning. Responsibilities: Analyze data to drive insights, Communicate findings to stakeholders, Collaborate with cross-functional teams."
Data Engineer,3.2,Indofood,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Technology,None,55.1,67.5,"Hiring a Data Engineer experienced with Big Data, SQL, Hadoop. You will be responsible for Work with big data technologies, Develop ETL processes, Build and maintain data pipelines."
UX Designer,4.5,XL Axiata,"Bali, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2011,Company - Public,Software,Business Services,None,65.1,54.1,"We need a UX Designer with skills in Adobe XD, UX Research, Wireframing. Main tasks: Ensure usability, Create wireframes and prototypes, Design user experiences."
UI Designer,4.8,Blue Bird Group,"Jakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2011,Company - Public,Information Technology,Technology,None,147.9,33.0,"Hiring a UI Designer experienced with UI Design, Adobe XD, Sketch. Responsibilities: Collaborate with developers, Work with design tools, Create prototypes."
Scrum Master,2.7,Blue Bird Group,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2011,Company - Public,E-commerce,Business Services,None,85.8,77.4,"We are looking for a Scrum Master skilled in Facilitation, Agile, Scrum. Responsibilities include Support agile teams, Facilitate scrum processes, Remove obstacles."
UX Designer,2.6,Kalbe Farma,"Surabaya, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2013,Company - Public,Software,Technology,-1,99.2,93.9,"We need a UX Designer with skills in Adobe XD, UX Research, Prototyping. Main tasks: Create wireframes and prototypes, Collaborate with developers, Conduct user research."
Big Data Specialist,3.0,PLN (Perusahaan Listrik Negara),"Yogyakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2011,Company - Public,Information Technology,Business Services,None,138.7,48.5,"We are looking for a Big Data Specialist skilled in Spark, Hadoop, Big Data. Responsibilities include Work with Hadoop and Spark, Collaborate with data engineers, Ensure data scalability."
NLP Engineer (Natural Language Processing),3.3,Indomaret,"Jakarta, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Public,Software,Technology,-1,79.8,74.4,"Join us as an NLP Engineer. Required skills: SpaCy, Python, NLTK. Duties: Use NLP libraries, Develop NLP models, Collaborate with linguists."
Research Scientist,4.9,Indofood,"Yogyakarta, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,Software,Technology,None,146.0,40.1,"Join us as a Research Scientist. Required skills: Statistics, Python, Machine Learning. Duties: Collaborate with other scientists, Analyze experimental data, Conduct research and experiments."
Agile Project Manager,4.8,Astra International,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2011,Company - Private,Software,Business Services,-1,80.1,31.1,"We need an Agile Project Manager with skills in Project Management, Leadership, Agile. Main tasks: Collaborate with agile teams, Facilitate agile processes, Manage agile projects."
Deep Learning Engineer,3.8,Sinar Mas Group,"Bali, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2013,Company - Public,E-commerce,Technology,None,106.6,65.2,"Hiring a Deep Learning Engineer experienced with Python, Neural Networks, TensorFlow. You will be responsible for Collaborate with data scientists, Deploy DL solutions, Develop deep learning models."
